date,level,direction,entry,tp,sl,bar_idx,session,day_of_week,hour,level_price,year,month,outcome,exit_price,exit_time,pnl_pts,pnl_usd,bars_held,max_favorable_excursion,max_adverse_excursion,breakeven_hit,trailing_active,contracts
2019-06-07 03:15:00-04:00,LPH,SHORT,2851.0,2826.0,2876.0,401,London,Friday,3,2851.0,2019,6,LOSS,2876.0,2019-06-07 10:30:00-04:00,-25.0,-500.0,29,4.75,28.5,False,False,4
2019-06-07 04:45:00-04:00,PMH,SHORT,2855.0,2830.0,2880.0,407,London,Friday,4,2855.0,2019,6,LOSS,2880.0,2019-06-07 10:45:00-04:00,-25.0,-500.0,24,8.75,30.25,False,False,4
2019-06-10 03:15:00-04:00,LPH,SHORT,2885.75,2860.75,2910.75,492,London,Monday,3,2885.75,2019,6,LOSS,2910.75,2019-06-11 09:30:00-04:00,-25.0,-500.0,116,3.75,25.75,False,False,4
2019-06-10 03:15:00-04:00,LPL,LONG,2882.5,2907.5,2857.5,492,London,Monday,3,2882.5,2019,6,WIN,2906.5,2019-06-11 09:30:00-04:00,24.0,480.0,116,29.0,0.5,False,True,4
2019-06-10 05:30:00-04:00,PMH,SHORT,2884.75,2859.75,2909.75,501,London,Monday,5,2884.75,2019,6,LOSS,2909.75,2019-06-11 09:30:00-04:00,-25.0,-500.0,107,2.25,26.75,False,False,4
2019-06-10 14:15:00-04:00,PML,LONG,2882.0,2907.0,2857.0,536,NY,Monday,14,2882.0,2019,6,WIN,2906.5,2019-06-11 09:30:00-04:00,24.5,490.0,72,29.5,0.0,False,True,4
2019-06-11 03:15:00-04:00,LPH,SHORT,2897.5,2872.5,2922.5,583,London,Tuesday,3,2897.5,2019,6,WIN,2872.5,2019-06-12 22:00:00-04:00,25.0,500.0,161,30.0,14.0,False,True,4
2019-06-11 03:15:00-04:00,LPL,LONG,2893.75,2918.75,2868.75,583,London,Tuesday,3,2893.75,2019,6,LOSS,2868.75,2019-06-12 22:00:00-04:00,-25.0,-500.0,161,17.75,26.25,False,False,4
2019-06-11 04:45:00-04:00,PMH,SHORT,2899.75,2874.75,2924.75,589,London,Tuesday,4,2899.75,2019,6,WIN,2872.5,2019-06-12 22:00:00-04:00,27.25,545.0,155,32.25,11.75,False,True,4
2019-06-11 10:00:00-04:00,PML,LONG,2897.0,2922.0,2872.0,610,NY,Tuesday,10,2897.0,2019,6,LOSS,2872.0,2019-06-12 22:00:00-04:00,-25.0,-500.0,134,6.25,29.5,False,False,4
2019-06-13 03:15:00-04:00,LPL,LONG,2873.75,2898.75,2848.75,765,London,Thursday,3,2873.75,2019,6,WIN,2893.75,2019-06-14 02:15:00-04:00,20.0,400.0,87,25.0,0.0,False,True,4
2019-06-14 10:45:00-04:00,PMH,SHORT,2891.75,2866.75,2916.75,886,NY,Friday,10,2891.75,2019,6,LOSS,2916.75,2019-06-18 09:30:00-04:00,-25.0,-500.0,177,11.25,33.5,False,False,4
2019-06-17 03:15:00-04:00,LPH,SHORT,2899.0,2874.0,2924.0,947,London,Monday,3,2899.0,2019,6,LOSS,2924.0,2019-06-18 09:30:00-04:00,-25.0,-500.0,116,14.5,26.25,False,False,4
2019-06-17 05:00:00-04:00,PMH,SHORT,2896.0,2871.0,2921.0,954,London,Monday,5,2896.0,2019,6,LOSS,2921.0,2019-06-18 09:30:00-04:00,-25.0,-500.0,109,11.5,29.25,False,False,4
2019-06-17 09:45:00-04:00,PML,LONG,2889.5,2914.5,2864.5,973,NY,Monday,9,2889.5,2019,6,WIN,2920.25,2019-06-18 09:30:00-04:00,30.75,615.0,90,35.75,5.0,False,True,4
2019-06-18 03:15:00-04:00,LPH,SHORT,2892.0,2867.0,2917.0,1038,London,Tuesday,3,2892.0,2019,6,LOSS,2917.0,2019-06-18 09:30:00-04:00,-25.0,-500.0,25,7.5,33.25,False,False,4
2019-06-18 03:15:00-04:00,LPL,LONG,2888.75,2913.75,2863.75,1038,London,Tuesday,3,2888.75,2019,6,WIN,2920.25,2019-06-18 09:30:00-04:00,31.5,630.0,25,36.5,4.25,False,True,4
2019-06-18 04:45:00-04:00,PMH,SHORT,2903.25,2878.25,2928.25,1044,London,Tuesday,4,2903.25,2019,6,LOSS,2928.25,2019-06-18 10:45:00-04:00,-25.0,-500.0,24,4.75,27.75,False,False,4
2019-06-19 03:15:00-04:00,LPH,SHORT,2924.0,2899.0,2949.0,1129,London,Wednesday,3,2924.0,2019,6,LOSS,2949.0,2019-06-20 04:30:00-04:00,-25.0,-500.0,96,13.25,27.75,False,False,4
2019-06-19 03:15:00-04:00,LPL,LONG,2921.0,2946.0,2896.0,1129,London,Wednesday,3,2921.0,2019,6,WIN,2954.75,2019-06-20 09:30:00-04:00,33.75,675.0,116,38.75,10.25,False,True,4
2019-06-19 05:15:00-04:00,PMH,SHORT,2921.75,2896.75,2946.75,1137,London,Wednesday,5,2921.75,2019,6,LOSS,2946.75,2019-06-20 03:00:00-04:00,-25.0,-500.0,82,11.0,25.25,False,False,4
2019-06-19 09:45:00-04:00,PML,LONG,2917.5,2942.5,2892.5,1155,NY,Wednesday,9,2917.5,2019,6,WIN,2954.75,2019-06-20 09:30:00-04:00,37.25,745.0,90,42.25,6.75,False,True,4
2019-06-21 03:15:00-04:00,LPH,SHORT,2952.0,2927.0,2977.0,1311,London,Friday,3,2952.0,2019,6,WIN,2931.75,2019-06-25 13:00:00-04:00,20.25,405.0,192,25.25,9.5,False,True,4
2019-06-21 04:45:00-04:00,PMH,SHORT,2953.75,2928.75,2978.75,1317,London,Friday,4,2953.75,2019,6,WIN,2931.75,2019-06-25 13:00:00-04:00,22.0,440.0,186,27.0,7.75,False,True,4
2019-06-24 03:15:00-04:00,LPH,SHORT,2960.75,2935.75,2985.75,1373,London,Monday,3,2960.75,2019,6,WIN,2937.25,2019-06-25 12:30:00-04:00,23.5,470.0,128,28.5,0.5,False,True,4
2019-06-24 03:15:00-04:00,LPL,LONG,2958.5,2983.5,2933.5,1373,London,Monday,3,2958.5,2019,6,LOSS,2933.5,2019-06-25 12:30:00-04:00,-25.0,-500.0,128,2.75,26.25,False,False,4
2019-06-24 05:30:00-04:00,PMH,SHORT,2958.25,2933.25,2983.25,1382,London,Monday,5,2958.25,2019,6,WIN,2937.25,2019-06-25 12:30:00-04:00,21.0,420.0,119,26.0,1.5,False,True,4
2019-06-24 09:45:00-04:00,PML,LONG,2954.5,2979.5,2929.5,1399,NY,Monday,9,2954.5,2019,6,LOSS,2929.5,2019-06-25 13:00:00-04:00,-25.0,-500.0,104,5.25,27.75,False,False,4
2019-06-25 03:15:00-04:00,LPH,SHORT,2947.0,2922.0,2972.0,1464,London,Tuesday,3,2947.0,2019,6,WIN,2926.25,2019-06-25 14:30:00-04:00,20.75,415.0,45,25.75,6.0,False,True,4
2019-06-25 03:15:00-04:00,LPL,LONG,2942.25,2967.25,2917.25,1464,London,Tuesday,3,2942.25,2019,6,LOSS,2917.25,2019-06-26 14:45:00-04:00,-25.0,-500.0,137,10.75,25.25,False,False,4
2019-06-25 04:45:00-04:00,PMH,SHORT,2949.5,2924.5,2974.5,1470,London,Tuesday,4,2949.5,2019,6,WIN,2926.25,2019-06-25 14:30:00-04:00,23.25,465.0,39,28.25,3.5,False,True,4
2019-06-25 09:45:00-04:00,PML,LONG,2944.75,2969.75,2919.75,1490,NY,Tuesday,9,2944.75,2019,6,LOSS,2919.75,2019-06-25 15:45:00-04:00,-25.0,-500.0,24,0.75,25.0,False,False,4
2019-06-27 04:00:00-04:00,LPL,LONG,2925.0,2950.0,2900.0,1649,London,Thursday,4,2925.0,2019,6,WIN,2950.25,2019-06-28 16:00:00-04:00,25.25,505.0,139,30.25,7.25,False,True,4
2019-06-27 04:45:00-04:00,PML,LONG,2928.25,2953.25,2903.25,1652,London,Thursday,4,2928.25,2019,6,WIN,2950.25,2019-06-28 16:00:00-04:00,22.0,440.0,136,27.0,10.5,False,True,4
2019-06-27 09:45:00-04:00,PMH,SHORT,2936.0,2911.0,2961.0,1672,NY,Thursday,9,2936.0,2019,6,LOSS,2961.0,2019-06-30 18:00:00-04:00,-25.0,-500.0,119,13.75,41.25,False,False,4
2019-06-28 03:30:00-04:00,LPL,LONG,2931.0,2956.0,2906.0,1738,London,Friday,3,2931.0,2019,6,WIN,2972.25,2019-06-30 18:00:00-04:00,41.25,825.0,53,46.25,0.0,False,True,4
2019-06-28 05:00:00-04:00,PML,LONG,2937.0,2962.0,2912.0,1744,London,Friday,5,2937.0,2019,6,WIN,2972.25,2019-06-30 18:00:00-04:00,35.25,705.0,47,40.25,4.25,False,True,4
2019-06-28 09:45:00-04:00,PMH,SHORT,2940.0,2915.0,2965.0,1763,NY,Friday,9,2940.0,2019,6,LOSS,2965.0,2019-06-30 18:00:00-04:00,-25.0,-500.0,28,7.0,37.25,False,False,4
2019-07-01 09:45:00-04:00,PML,LONG,2973.75,2998.75,2948.75,1854,NY,Monday,9,2973.75,2019,7,WIN,3000.5,2019-07-03 18:00:00-04:00,26.75,535.0,196,31.75,18.25,False,True,4
2019-07-02 03:15:00-04:00,LPH,SHORT,2972.0,2947.0,2997.0,1919,London,Tuesday,3,2972.0,2019,7,LOSS,2997.0,2019-07-03 12:30:00-04:00,-25.0,-500.0,128,13.5,25.5,False,False,4
2019-07-02 03:15:00-04:00,LPL,LONG,2968.0,2993.0,2943.0,1919,London,Tuesday,3,2968.0,2019,7,WIN,3000.5,2019-07-03 18:00:00-04:00,32.5,650.0,131,37.5,9.5,False,True,4
2019-07-02 04:45:00-04:00,PMH,SHORT,2963.75,2938.75,2988.75,1925,London,Tuesday,4,2963.75,2019,7,LOSS,2988.75,2019-07-03 06:45:00-04:00,-25.0,-500.0,99,5.25,25.0,False,False,4
2019-07-02 09:45:00-04:00,PML,LONG,2961.5,2986.5,2936.5,1945,NY,Tuesday,9,2961.5,2019,7,WIN,2983.75,2019-07-03 09:15:00-04:00,22.25,445.0,89,27.25,3.0,False,True,4
2019-07-03 03:15:00-04:00,LPH,SHORT,2978.5,2953.5,3003.5,2010,London,Wednesday,3,2978.5,2019,7,LOSS,3003.5,2019-07-03 18:00:00-04:00,-25.0,-500.0,40,0.0,27.0,False,False,4
2019-07-03 03:15:00-04:00,LPL,LONG,2974.0,2999.0,2949.0,2010,London,Wednesday,3,2974.0,2019,7,WIN,3000.5,2019-07-03 18:00:00-04:00,26.5,530.0,40,31.5,0.0,False,True,4
